incident_id,equipment_id,field,team,category,incident_date,incident_type,severity,status,resolution_hours,sla_breach,downtime_hours,reported_by,sla_status
15f5d20c-9ae6-4404-a4cc-b772db3330e4,PIPE-401,Brass Terminal,Team Delta,Pipeline Segment,2026-07-08 12:05:49,Corrosion,Medium,Resolved,32.59,Yes,5.38,Michelle Hendricks,BREACHED
e5443ac9-6192-47df-a271-ab1a28e4f6bd,PIPE-402,Brass Terminal,Team Delta,Pipeline Segment,2026-07-08 12:08:11,Corrosion,Medium,Resolved,28.76,Yes,19.11,Traci Barnes,BREACHED
3a9184ab-63b3-4a5b-8dfa-a8bb1ff3ceef,TANK-502,Qua Iboe Field,Team Bravo,Storage Tank,2026-07-08 12:07:01,Leak,Low,Resolved,54.47,Yes,15.38,Tricia Maxwell,BREACHED
10c51384-d082-4839-a3c6-8ee2fbf59d55,TANK-502,Qua Iboe Field,Team Bravo,Storage Tank,2026-07-08 12:08:14,Leak,Critical,In Progress,11.09,Yes,6.29,William Adams,BREACHED
cebe3695-594a-46ff-9154-94d1c2fb091f,PIPE-401,Brass Terminal,Team Delta,Pipeline Segment,2026-07-08 12:06:09,Equipment Failure,Critical,Resolved,6.58,Yes,6.43,Joel Williamson,BREACHED
5d8f7f95-7756-4ced-bb68-16e18a3b2213,PUMP-101,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:07:56,Leak,High,Resolved,5.58,No,5.04,Judith Williams,COMPLIANT
0d8423d7-7d31-41a2-ba01-682c52064eb2,TANK-501,Qua Iboe Field,Team Alpha,Storage Tank,2026-07-08 12:05:50,Corrosion,Low,Resolved,17.8,No,4.4,Justin Simpson,COMPLIANT
82728c95-aab8-4409-af6f-a6340c4e5cf3,COMP-201,Forcados Field,Team Bravo,Compressor,2026-07-08 12:09:04,Valve Malfunction,High,Resolved,18.24,Yes,13.14,Wendy Adams,BREACHED
44a3e89b-3895-4adb-872b-0a047e9de1e2,PIPE-402,Brass Terminal,Team Delta,Pipeline Segment,2026-07-08 12:05:19,Equipment Failure,Medium,Resolved,34.73,Yes,17.84,Sarah Nelson PhD,BREACHED
a804f13e-b2d8-4180-997a-faa48707d2a6,PIPE-401,Brass Terminal,Team Delta,Pipeline Segment,2026-07-08 12:05:09,Leak,Low,In Progress,29.35,No,3.63,William Sullivan,COMPLIANT
14e58a05-1253-4d41-b9df-6e16bc6793de,COMP-202,Forcados Field,Team Bravo,Compressor,2026-07-08 12:09:10,Equipment Failure,Medium,In Progress,9.71,No,3.07,Anita Clark,COMPLIANT
3aacdf4a-2b80-4812-bb73-985bf8f8fff0,COMP-202,Forcados Field,Team Bravo,Compressor,2026-07-08 12:08:40,Leak,Medium,Open,47.66,Yes,2.65,Joshua Williams DVM,BREACHED
0307296d-7f0b-4b83-8ea4-98eba03b0d9c,TANK-501,Qua Iboe Field,Team Alpha,Storage Tank,2026-07-08 12:05:43,Power Outage,Medium,Resolved,11.96,No,7.77,Nancy Miller,COMPLIANT
34e3a831-8fee-4526-865a-f6141014293a,TANK-501,Qua Iboe Field,Team Alpha,Storage Tank,2026-07-08 12:04:57,Valve Malfunction,High,Open,20.65,Yes,11.08,Deborah Cooper,BREACHED
542506d6-7096-4254-a103-b8cf1883b652,TANK-502,Qua Iboe Field,Team Bravo,Storage Tank,2026-07-08 12:05:54,Pressure Drop,High,In Progress,1.87,No,1.46,Tracy Wilcox,COMPLIANT
266d02b7-2122-42ed-a9a7-81d4ab38d075,COMP-202,Forcados Field,Team Bravo,Compressor,2026-07-08 12:09:15,Equipment Failure,Critical,In Progress,6.0,Yes,1.6,Jamie Gray,BREACHED
a8e7ea24-60fd-4857-8aec-a77fdb067f75,COMP-201,Forcados Field,Team Bravo,Compressor,2026-07-08 12:06:08,Leak,Medium,Open,16.25,No,5.52,Steven Small,COMPLIANT
9f1f8007-61b2-4b73-b656-f4920b63f588,VALVE-301,Escravos Field,Team Charlie,Pressure Valve,2026-07-08 12:07:16,Corrosion,Critical,Open,10.74,Yes,3.14,David Griffin,BREACHED
802fda3c-e93b-47ba-8791-35b7926c96bc,PUMP-102,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:07:00,Equipment Failure,Low,In Progress,4.08,No,0.8,William Payne,COMPLIANT
1c594ce4-d2c1-40d0-b858-37f166c74e4e,PIPE-401,Brass Terminal,Team Delta,Pipeline Segment,2026-07-08 12:09:06,Valve Malfunction,High,Open,9.65,Yes,7.13,Christine Tyler,BREACHED
bcbf4534-8c77-4639-93b4-8cf4ef181865,PUMP-101,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:04:08,Pressure Drop,Low,Open,27.19,No,19.81,Stacey Rodgers,COMPLIANT
aed41593-f800-4775-b4c0-b952f954aa2d,PUMP-102,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:06:07,Valve Malfunction,Medium,In Progress,30.6,Yes,8.69,Samuel Sullivan,BREACHED
aa6501f5-acd5-4913-9609-5101894f3542,COMP-201,Forcados Field,Team Bravo,Compressor,2026-07-08 12:06:30,Equipment Failure,Low,Resolved,67.34,Yes,22.83,Kyle Wheeler,BREACHED
b49f05ce-c159-4a54-9fd0-c0451f4ce5a7,PUMP-102,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:09:39,Leak,Low,Resolved,60.51,Yes,21.75,Amanda Moore,BREACHED
ac2dbfbe-57ed-48d5-8987-b9cd66f477ed,PIPE-401,Brass Terminal,Team Delta,Pipeline Segment,2026-07-08 12:08:49,Pressure Drop,Medium,Resolved,8.09,No,3.18,Jessica Erickson,COMPLIANT
0d81ff87-1012-4810-8777-94309d54c9fe,PUMP-102,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:09:54,Corrosion,Low,Open,7.89,No,6.63,Roger Sanchez,COMPLIANT
b3da653d-d80b-4b3e-9821-adf656bd7a26,COMP-202,Forcados Field,Team Bravo,Compressor,2026-07-08 12:09:17,Corrosion,High,Resolved,17.75,Yes,3.99,Mark Pacheco,BREACHED
a34f43c8-3a7c-40cc-9f50-1b360ee3671c,VALVE-302,Escravos Field,Team Charlie,Pressure Valve,2026-07-08 12:05:01,Equipment Failure,Medium,In Progress,32.37,Yes,12.24,John Turner,BREACHED
3b3a1689-1134-4d77-b906-014a9432fc37,TANK-501,Qua Iboe Field,Team Alpha,Storage Tank,2026-07-08 12:07:25,Power Outage,Medium,In Progress,6.0,No,1.86,Tina Miller,COMPLIANT
59002c9e-18ff-4c5a-829c-548e31ff23db,PIPE-402,Brass Terminal,Team Delta,Pipeline Segment,2026-07-08 12:06:58,Power Outage,High,In Progress,6.38,No,3.72,Maria Gibson,COMPLIANT
84b8aa2d-de9e-457c-8630-609527d73c7e,TANK-501,Qua Iboe Field,Team Alpha,Storage Tank,2026-07-08 12:09:18,Pressure Drop,Low,In Progress,11.51,No,6.32,Joshua Wood,COMPLIANT
1ac96165-ebbf-4798-9862-295ba9027c7b,PIPE-402,Brass Terminal,Team Delta,Pipeline Segment,2026-07-08 12:09:51,Power Outage,Critical,In Progress,3.34,No,0.99,Donna Marshall,COMPLIANT
6a93f3d5-6488-4e46-a383-acfecd3ba105,TANK-502,Qua Iboe Field,Team Bravo,Storage Tank,2026-07-08 12:05:52,Corrosion,Critical,In Progress,5.25,Yes,0.74,Alexander Griffin,BREACHED
88308985-15ac-443b-ae23-3b3ffa27e06d,VALVE-301,Escravos Field,Team Charlie,Pressure Valve,2026-07-08 12:06:06,Equipment Failure,Low,Open,32.32,No,15.62,Dwayne Gutierrez,COMPLIANT
03196bdb-3bc6-4246-9838-db919bb195ba,PUMP-101,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:05:17,Leak,High,Open,17.08,Yes,2.23,Chris Morgan,BREACHED
8b9e08d4-c277-4d1a-aa88-c458414438ba,VALVE-302,Escravos Field,Team Charlie,Pressure Valve,2026-07-08 12:07:55,Corrosion,Critical,Resolved,11.27,Yes,5.0,John Walker,BREACHED
ab3d5e0b-923c-4610-9bfb-fb6e1334cdc2,TANK-501,Qua Iboe Field,Team Alpha,Storage Tank,2026-07-08 12:05:46,Corrosion,Medium,In Progress,5.2,No,2.34,Kelly Johnson,COMPLIANT
455c6975-b87c-4ac7-a951-9593e2f3bcec,PUMP-102,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:05:08,Valve Malfunction,Low,In Progress,53.15,Yes,45.73,Tonya Hubbard,BREACHED
0d9eb57b-05ef-4ce8-9063-5a88658efffc,PIPE-401,Brass Terminal,Team Delta,Pipeline Segment,2026-07-08 12:05:39,Valve Malfunction,Medium,In Progress,10.44,No,5.76,John Cabrera,COMPLIANT
5078203e-5bb7-4593-9191-ae24d91a9db4,VALVE-302,Escravos Field,Team Charlie,Pressure Valve,2026-07-08 12:06:38,Pressure Drop,Low,Resolved,7.7,No,4.67,John Shannon,COMPLIANT
1d12de0f-de73-4ab9-8176-4f4f30e541a1,VALVE-302,Escravos Field,Team Charlie,Pressure Valve,2026-07-08 12:05:59,Leak,High,Open,22.34,Yes,7.06,Randy Garcia,BREACHED
da14ba57-a50a-4a34-941a-948fd8646836,COMP-202,Forcados Field,Team Bravo,Compressor,2026-07-08 12:07:11,Pressure Drop,Critical,In Progress,1.41,No,1.32,Amy Moss,COMPLIANT
c77d4ac5-8d8f-4c3c-add1-d754dc6cc541,COMP-201,Forcados Field,Team Bravo,Compressor,2026-07-08 12:05:32,Valve Malfunction,Low,Open,49.77,Yes,6.26,Shaun Smith Jr.,BREACHED
378d0793-af4a-4e9f-bf25-d83050f4b37e,VALVE-301,Escravos Field,Team Charlie,Pressure Valve,2026-07-08 12:08:06,Equipment Failure,Low,Open,17.03,No,16.37,Heather White,COMPLIANT
1aac4fb7-dbd8-42c8-8e66-370da49c3e19,COMP-202,Forcados Field,Team Bravo,Compressor,2026-07-08 12:04:38,Valve Malfunction,Low,In Progress,13.27,No,0.97,Lawrence Rhodes,COMPLIANT
18baba6c-7442-48b7-82d1-cfad958cb5e3,TANK-502,Qua Iboe Field,Team Bravo,Storage Tank,2026-07-08 12:05:09,Leak,Medium,Resolved,30.72,Yes,17.33,Tommy Rice,BREACHED
979d427f-d13d-4550-89a9-d294404cdc70,TANK-502,Qua Iboe Field,Team Bravo,Storage Tank,2026-07-08 12:08:10,Pressure Drop,Medium,Open,29.29,Yes,18.53,Denise Brown,BREACHED
a5bbe8ea-e78c-4367-a07d-c9891c65068b,PUMP-101,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:08:33,Leak,Medium,Open,26.49,Yes,5.83,Melanie Turner,BREACHED
1a5722a9-1958-40d7-84a2-a214288e7aec,VALVE-302,Escravos Field,Team Charlie,Pressure Valve,2026-07-08 12:06:01,Pressure Drop,Low,In Progress,35.62,No,6.09,Darlene Edwards,COMPLIANT
494eea3f-82b0-4555-8716-cd85974307e2,VALVE-302,Escravos Field,Team Charlie,Pressure Valve,2026-07-08 12:08:41,Pressure Drop,Medium,Open,12.24,No,7.55,Judy Garrison,COMPLIANT
2576d622-a6d0-49f2-987f-6d5205a24b2f,PIPE-402,Brass Terminal,Team Delta,Pipeline Segment,2026-07-08 12:07:34,Corrosion,High,Open,12.18,Yes,0.54,Stacey Mercer,BREACHED
3a0adc68-8541-4e1c-8188-2024146c0595,VALVE-302,Escravos Field,Team Charlie,Pressure Valve,2026-07-08 12:06:29,Corrosion,Medium,In Progress,20.22,No,1.56,James Black,COMPLIANT
6034a463-2390-45a7-a9af-e4803a822371,TANK-501,Qua Iboe Field,Team Alpha,Storage Tank,2026-07-08 12:06:40,Power Outage,High,Open,9.09,Yes,1.77,Julia Lopez,BREACHED
920738f7-024e-431f-b71b-0ba64a76192a,VALVE-302,Escravos Field,Team Charlie,Pressure Valve,2026-07-08 12:08:32,Power Outage,Critical,Resolved,6.73,Yes,5.46,Diana Sharp,BREACHED
4f7fa410-1c82-40f5-b8c7-c479a2fb50c0,TANK-502,Qua Iboe Field,Team Bravo,Storage Tank,2026-07-08 12:05:07,Power Outage,Critical,Resolved,5.18,Yes,4.35,Michelle Hart,BREACHED
80ab2522-1e7d-4e17-8a73-6a69fe4397a1,TANK-502,Qua Iboe Field,Team Bravo,Storage Tank,2026-07-08 12:05:58,Valve Malfunction,Low,In Progress,50.14,Yes,8.02,Patrick Grant,BREACHED
afe346e0-943f-4582-ab65-1c935ed3cc25,VALVE-302,Escravos Field,Team Charlie,Pressure Valve,2026-07-08 12:08:50,Pressure Drop,Low,In Progress,9.38,No,8.1,Alyssa Smith,COMPLIANT
30c452c0-bd1f-4705-adcd-5e6780c1b559,PUMP-101,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:06:05,Valve Malfunction,High,In Progress,17.0,Yes,4.73,Matthew Elliott,BREACHED
59a0ac30-5337-4b4f-bd4c-06c270693cdb,PUMP-101,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:08:55,Valve Malfunction,High,Open,11.67,Yes,7.7,Debra Mckinney,BREACHED
2260f5cf-e143-4e69-83c5-d475590aea73,VALVE-302,Escravos Field,Team Charlie,Pressure Valve,2026-07-08 12:09:36,Corrosion,Critical,In Progress,9.71,Yes,5.61,Tammy Arnold,BREACHED
6f14612e-6405-4820-b3ca-737f7ee6fb5b,VALVE-302,Escravos Field,Team Charlie,Pressure Valve,2026-07-08 12:09:22,Equipment Failure,Low,In Progress,30.67,No,27.43,Kelly Cantrell,COMPLIANT
e87282d5-7edd-4d52-aa55-c4315512d425,TANK-501,Qua Iboe Field,Team Alpha,Storage Tank,2026-07-08 12:05:26,Power Outage,Low,In Progress,23.45,No,1.02,Brad Barnett,COMPLIANT
5cdf0644-c779-4c67-94cb-7d97eda1b4da,PUMP-102,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:04:14,Power Outage,Medium,Resolved,13.73,No,4.34,Miranda Lam,COMPLIANT
5806f2bc-52b2-465e-9a80-2c2ff815574e,TANK-501,Qua Iboe Field,Team Alpha,Storage Tank,2026-07-08 12:08:42,Leak,Critical,Open,1.21,No,0.84,Jennifer Velasquez,COMPLIANT
45029ad9-95bb-4843-85ab-e7fb2b2e074b,COMP-201,Forcados Field,Team Bravo,Compressor,2026-07-08 12:09:47,Equipment Failure,Medium,Resolved,40.18,Yes,31.02,Alejandro Stafford,BREACHED
800ef3dc-ee08-4f86-b256-1db67914941f,VALVE-301,Escravos Field,Team Charlie,Pressure Valve,2026-07-08 12:10:00,Leak,Critical,Open,4.91,Yes,3.95,Timothy Garrison,BREACHED
4b7b90d4-fd2a-4a4f-80a6-e2aa4add99e0,COMP-202,Forcados Field,Team Bravo,Compressor,2026-07-08 12:07:26,Valve Malfunction,Critical,In Progress,2.85,No,2.77,Lisa Byrd,COMPLIANT
fb2ebcfe-7d5d-4028-b9fa-33e38b502b9c,PUMP-101,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:04:18,Power Outage,Critical,Resolved,7.48,Yes,2.62,Paula Moreno,BREACHED
3936ca9c-c5f4-4943-8f57-41f765128a8b,VALVE-302,Escravos Field,Team Charlie,Pressure Valve,2026-07-08 12:06:38,Corrosion,Critical,Resolved,9.44,Yes,1.46,Maria Roach,BREACHED
07b2e65c-61bc-479e-9667-54cd8ecd429e,PUMP-101,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:09:21,Equipment Failure,Medium,Open,42.82,Yes,35.51,Carol Frazier,BREACHED
4997fa2e-726d-4375-a889-524187f0134d,PUMP-101,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:09:04,Leak,High,Resolved,7.73,No,2.01,Michael Henry,COMPLIANT
b33b1674-b746-46ed-ad3d-d3bd95f28ab8,PIPE-402,Brass Terminal,Team Delta,Pipeline Segment,2026-07-08 12:05:53,Leak,High,Open,13.09,Yes,5.1,Kevin Moody,BREACHED
0d639fb2-2e5c-4487-aded-b37ef919a557,TANK-501,Qua Iboe Field,Team Alpha,Storage Tank,2026-07-08 12:06:55,Power Outage,Medium,In Progress,42.6,Yes,26.21,Valerie Patterson,BREACHED
b4576b76-ff92-42d6-b609-6c2812d7583b,COMP-202,Forcados Field,Team Bravo,Compressor,2026-07-08 12:08:48,Equipment Failure,Medium,In Progress,24.29,Yes,20.29,Mr. Matthew Moore DDS,BREACHED
4679453f-9c0a-4687-8117-7fb35f297850,COMP-201,Forcados Field,Team Bravo,Compressor,2026-07-08 12:05:50,Leak,Medium,Resolved,1.93,No,1.77,Mr. Phillip Gillespie,COMPLIANT
0277fc39-6091-4908-a4b8-319db256daeb,TANK-501,Qua Iboe Field,Team Alpha,Storage Tank,2026-07-08 12:08:43,Valve Malfunction,Medium,Resolved,14.82,No,9.61,Amy Garrett,COMPLIANT
1cdaf346-4e05-4f6c-9bc5-b2e31440ef48,PIPE-402,Brass Terminal,Team Delta,Pipeline Segment,2026-07-08 12:05:25,Corrosion,Medium,Open,35.49,Yes,12.72,Brett Harris,BREACHED
6802df31-ac29-4271-b8ec-9c4222dec47f,PUMP-101,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:04:36,Leak,Critical,In Progress,6.0,Yes,1.58,Cynthia Holmes,BREACHED
bd9ae394-eea6-4b11-9167-fd7ef000cdaf,PUMP-101,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:09:02,Leak,Medium,Open,32.77,Yes,26.89,John Wise,BREACHED
5d45b03c-ccb5-435d-937a-2eb5c155e5a4,VALVE-302,Escravos Field,Team Charlie,Pressure Valve,2026-07-08 12:09:08,Pressure Drop,Medium,Resolved,3.69,No,1.19,Wesley Keller,COMPLIANT
098a1375-1189-47c5-8139-e8f8a44f851b,COMP-201,Forcados Field,Team Bravo,Compressor,2026-07-08 12:04:35,Valve Malfunction,Low,Open,36.6,No,12.72,David Thompson,COMPLIANT
b0da975d-1005-460b-9278-2f6b0c9a29ae,PUMP-101,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:09:52,Leak,High,Open,18.33,Yes,0.77,Daniel Floyd,BREACHED
3adbc5c7-6835-47e7-b6a8-40a368411487,COMP-201,Forcados Field,Team Bravo,Compressor,2026-07-08 12:08:44,Leak,Medium,Resolved,23.45,No,12.31,Elizabeth Powers,COMPLIANT
dfb43def-c785-4680-8f69-1ffb1f8bb664,COMP-202,Forcados Field,Team Bravo,Compressor,2026-07-08 12:08:37,Leak,Medium,Open,21.75,No,16.2,Dawn Taylor,COMPLIANT
839c67ac-0c99-4c4c-b820-5801e8cc5507,PUMP-102,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:08:30,Equipment Failure,Low,In Progress,46.76,No,20.58,Kimberly Odonnell,COMPLIANT
614780ab-95a4-4525-bea9-fd2186b6962d,TANK-502,Qua Iboe Field,Team Bravo,Storage Tank,2026-07-08 12:08:39,Leak,Critical,Open,8.6,Yes,8.38,Scott Barr,BREACHED
b6fc6dee-d5b0-4ecd-8208-1b506cb22588,TANK-501,Qua Iboe Field,Team Alpha,Storage Tank,2026-07-08 12:09:55,Power Outage,Medium,Resolved,17.59,No,9.64,Eric Sheppard,COMPLIANT
818155a3-8d60-4653-be54-4fe32ad0ba18,VALVE-301,Escravos Field,Team Charlie,Pressure Valve,2026-07-08 12:06:59,Power Outage,High,Resolved,1.9,No,1.52,Darlene Aguilar,COMPLIANT
e5953f09-a040-4f52-80c6-444299506862,PIPE-401,Brass Terminal,Team Delta,Pipeline Segment,2026-07-08 12:08:48,Corrosion,Critical,Resolved,2.22,No,1.39,Taylor Simpson,COMPLIANT
13f59cd7-c865-4863-b641-59483c1fda2a,COMP-202,Forcados Field,Team Bravo,Compressor,2026-07-08 12:04:47,Leak,Low,Open,17.99,No,16.29,Mary Graham,COMPLIANT
ed506596-b7b1-4b2f-bbcf-31254fb8a668,PUMP-102,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:04:12,Valve Malfunction,Low,Resolved,10.44,No,7.57,Patricia Anderson,COMPLIANT
70e90e26-b844-4915-913f-678b03c78ce4,TANK-501,Qua Iboe Field,Team Alpha,Storage Tank,2026-07-08 12:06:06,Leak,Low,Resolved,25.81,No,1.77,Nicole Welch,COMPLIANT
ba433a42-2688-4525-aad9-fbd647efaae1,TANK-501,Qua Iboe Field,Team Alpha,Storage Tank,2026-07-08 12:07:05,Pressure Drop,Medium,In Progress,22.91,No,22.3,Angela Wilson,COMPLIANT
953ade74-6cbf-4df6-a243-b22383cf4bcf,VALVE-302,Escravos Field,Team Charlie,Pressure Valve,2026-07-08 12:07:32,Corrosion,Low,In Progress,8.15,No,7.63,Eileen Stone,COMPLIANT
94c695f9-a058-4a57-99db-415b123c7a16,COMP-202,Forcados Field,Team Bravo,Compressor,2026-07-08 12:08:41,Power Outage,Low,In Progress,31.39,No,16.63,Matthew Hall,COMPLIANT
f9c31368-a46f-42d5-92fc-f207ea2da4c5,PUMP-101,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:10:03,Valve Malfunction,Critical,In Progress,10.74,Yes,1.3,Karen Carter,BREACHED
9a23ec53-93fc-4425-9181-bc7afc28ee0d,PUMP-101,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:10:05,Pressure Drop,Medium,Open,40.98,Yes,34.88,Rita Bishop,BREACHED
42d85346-3514-4276-8965-5dfba1d0bddf,COMP-202,Forcados Field,Team Bravo,Compressor,2026-07-08 12:08:18,Corrosion,Critical,Open,11.66,Yes,5.2,Joe Booker,BREACHED
7f2813bf-4073-4967-aa7b-08f27da3886d,COMP-202,Forcados Field,Team Bravo,Compressor,2026-07-08 12:09:19,Leak,High,Resolved,6.84,No,3.1,Anna Gray,COMPLIANT
c7bfecc8-95d4-47ce-940a-02acb0379b86,TANK-502,Qua Iboe Field,Team Bravo,Storage Tank,2026-07-08 12:08:55,Corrosion,Critical,Open,10.26,Yes,3.79,Krista Shaw,BREACHED
e234a327-d4e7-472d-b76e-2fd88c2bc67e,TANK-501,Qua Iboe Field,Team Alpha,Storage Tank,2026-07-08 12:06:05,Valve Malfunction,High,In Progress,16.6,Yes,3.27,Amber Clark,BREACHED
8613fc69-9ab8-4524-91ff-849919bda22d,PUMP-101,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:07:15,Valve Malfunction,Low,In Progress,37.04,No,1.38,Cameron Parks,COMPLIANT
45ba1785-3de7-4341-9f50-33bee9077365,TANK-502,Qua Iboe Field,Team Bravo,Storage Tank,2026-07-08 12:06:20,Leak,Critical,Resolved,3.15,No,0.98,William Patrick,COMPLIANT
b9a8abcc-3dbc-46e0-8adb-c25beac8a91b,COMP-201,Forcados Field,Team Bravo,Compressor,2026-07-08 12:08:44,Pressure Drop,Critical,Resolved,2.89,No,1.51,Elizabeth Barrett,COMPLIANT
0b8df2d7-0ae7-483d-8301-1aaf10167923,TANK-502,Qua Iboe Field,Team Bravo,Storage Tank,2026-07-08 12:09:33,Equipment Failure,Medium,Resolved,27.54,Yes,22.04,Christina Walton,BREACHED
870a5083-1f2e-4e9a-b809-eaaccfb199c9,VALVE-302,Escravos Field,Team Charlie,Pressure Valve,2026-07-08 12:09:47,Valve Malfunction,Low,Open,37.03,No,14.13,Andrew White,COMPLIANT
8ba56d95-f83f-4d13-ad69-8597b832712d,COMP-201,Forcados Field,Team Bravo,Compressor,2026-07-08 12:06:26,Equipment Failure,High,Open,10.13,Yes,5.48,Eric Diaz,BREACHED
228d35b9-c136-4464-8acc-ed762b765a20,TANK-502,Qua Iboe Field,Team Bravo,Storage Tank,2026-07-08 12:07:38,Power Outage,High,Open,6.89,No,0.96,Christine Jacobs,COMPLIANT
819d73ed-4d4e-4750-a34b-22ae166e52f5,COMP-201,Forcados Field,Team Bravo,Compressor,2026-07-08 12:04:12,Leak,Critical,In Progress,7.97,Yes,6.52,Becky Gomez,BREACHED
9c0bb92c-6391-4cd5-a2c1-a7f5d7d771df,COMP-201,Forcados Field,Team Bravo,Compressor,2026-07-08 12:04:08,Corrosion,Medium,Resolved,19.23,No,0.86,Randy Moore,COMPLIANT
e32d8f6f-3b71-4727-a1f0-23ee7b746791,TANK-502,Qua Iboe Field,Team Bravo,Storage Tank,2026-07-08 12:08:12,Corrosion,Medium,Resolved,18.28,No,12.38,Alfred Flores,COMPLIANT
c22f1aad-28dc-4177-80d8-f02a7fe1ca24,PIPE-402,Brass Terminal,Team Delta,Pipeline Segment,2026-07-08 12:08:29,Pressure Drop,High,Resolved,12.95,Yes,7.98,Jennifer Andersen,BREACHED
e917654b-daf8-402a-94ef-b1f97b0c0751,VALVE-302,Escravos Field,Team Charlie,Pressure Valve,2026-07-08 12:09:11,Valve Malfunction,Low,Resolved,56.92,Yes,51.71,Kevin Townsend,BREACHED
b5afb0a1-2b7c-4cfc-b57f-b7759092d018,VALVE-302,Escravos Field,Team Charlie,Pressure Valve,2026-07-08 12:09:44,Valve Malfunction,Critical,Resolved,5.19,Yes,0.53,Robert Graves,BREACHED
65ce31f3-e387-431f-9900-17683f9f68ad,COMP-201,Forcados Field,Team Bravo,Compressor,2026-07-08 12:04:54,Pressure Drop,Low,Open,39.11,No,35.13,Robin Rose,COMPLIANT
db7f054b-0e19-4709-acef-dd6192462964,TANK-502,Qua Iboe Field,Team Bravo,Storage Tank,2026-07-08 12:06:57,Pressure Drop,Low,Open,59.13,Yes,1.01,Taylor Schmidt,BREACHED
15085b21-bfbc-4622-a711-97e7009e8356,PUMP-102,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:09:12,Pressure Drop,Low,Open,69.09,Yes,45.8,Samantha Harris,BREACHED
3d01206f-0b21-4d18-ade4-21061737495e,PIPE-402,Brass Terminal,Team Delta,Pipeline Segment,2026-07-08 12:06:25,Pressure Drop,Critical,Resolved,8.97,Yes,3.79,Lisa Dean,BREACHED
36dccf4b-97f5-4e04-ae6c-685f7b2da388,PIPE-401,Brass Terminal,Team Delta,Pipeline Segment,2026-07-08 12:06:30,Corrosion,Critical,Resolved,5.12,Yes,4.77,Brian Faulkner,BREACHED
080b5a6f-8b1f-4e7e-a6ba-8e283bbe1191,TANK-502,Qua Iboe Field,Team Bravo,Storage Tank,2026-07-08 12:06:08,Leak,Critical,Resolved,5.53,Yes,5.1,Karen Knapp,BREACHED
1d5611ca-7e43-4c29-ba39-9b6736698312,PUMP-101,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:07:55,Corrosion,Medium,Resolved,16.86,No,6.27,Melanie Ho,COMPLIANT
4f678750-67a1-4172-bb93-d3f31d7b6520,PUMP-101,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:05:16,Leak,High,Open,23.38,Yes,14.28,Cathy Ford,BREACHED
09975dff-1bdf-42cf-80f4-699fd5427204,VALVE-302,Escravos Field,Team Charlie,Pressure Valve,2026-07-08 12:09:40,Corrosion,High,Resolved,7.82,No,3.95,John Hill MD,COMPLIANT
9ec0cbc0-25ea-4a34-9b4f-450fa61eacf6,TANK-501,Qua Iboe Field,Team Alpha,Storage Tank,2026-07-08 12:09:19,Pressure Drop,Critical,Resolved,5.48,Yes,4.25,Diane Bailey,BREACHED
11fa0522-b31b-4d16-940e-cc8aa83b1eb8,TANK-502,Qua Iboe Field,Team Bravo,Storage Tank,2026-07-08 12:05:47,Equipment Failure,Critical,Open,2.31,No,1.38,Jodi Myers,COMPLIANT
6f6b7a3b-a1fe-49a2-be82-ec2d7a168969,PUMP-101,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:09:44,Corrosion,Medium,In Progress,4.76,No,1.31,Karen Pierce,COMPLIANT
2cd2a9af-b4d4-45df-8094-16ee50c319b8,PUMP-101,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:07:46,Corrosion,High,Open,7.22,No,0.6,Michael Nunez,COMPLIANT
